trailID,trailName,length,elevation_feet,difficulty,routeType,reviews,parkID
10024732,Darwin Falls Trail,9334.172,251.7648,3,out and back,20,15
10003612,Fall Canyon Trail,10621.644,656.844,3,out and back,31,15
10032919,Echo Pass and Inyo Mine OHV Loop,11748.182,396.8496,3,loop,7,15
10312302,Zabriskie Point and Gower Gulch Path Loop,4345.218,125.8824,3,loop,21,15
10027026,Harmony Borax Works,643.736,6.7056,1,loop,29,15
10270274,Corkscrew Peak,11265.38,942.7464,5,out and back,31,15
10261263,Willow Canyon Trail,7402.964,407.8224,3,out and back,14,15
10024378,Saline Valley Hot Spring,482.802,0.0,1,out and back,4,15
10033206,Racetrack Valley OHV Road,46509.926,800.7096,3,point to point,12,15
10037358,Texas Springs Trail,2896.812,108.8136,1,out and back,4,15
10020785,Goler Canyon OHV Road,17541.806,1062.8376,3,point to point,5,15
10029590,Death Valley West Side OHV Road,57614.372,130.7592,1,point to point,6,15
10301566,Ubeheh Crater Path,965.604,38.7096,1,out and back,12,15
10018603,Eureka Dunes,5632.69,187.7568,3,loop,7,15
10253027,Father Crowley Vista,1931.208,21.9456,1,out and back,12,15
10036285,The Grandstand via Racetrack Trail,2896.812,17.9832,1,out and back,12,15
10036280,Saline Valley OHV Road,132609.616,3097.9872,3,point to point,7,15
10019814,Ibex Dunes Trail,9173.238,147.828,3,out and back,4,15
10031504,Lippincott Mine Road,10943.512,596.7984,5,point to point,9,15
10033201,Ubehebe Peak Trail,6437.36,702.8688,5,out and back,8,15
10020789,Chloride City OHV Trail,23979.166,795.8328,3,out and back,6,15
10302879,Telescope Peak via Shorty's Well Route,32025.866,3563.7216,5,point to point,3,15
10313072,Indian Pass,20921.42,569.976,5,out and back,5,15
10270271,Coffin Peak,4345.218,213.9696,3,out and back,3,15
10270059,Ridgecrest to Death Valley OHV Trail,266989.506,3045.8664,3,point to point,4,15
10036294,Death Valley Scenic Drive OHV Trail,87709.03,2435.9616,3,point to point,3,15
10414982,Mt. Perry,14001.258,636.7272,3,out and back,8,15
10016753,Hanaupah Canyon Trail,28807.186,1211.8848,3,out and back,2,15
10034008,Monarch Canyon/Mine Trail,3862.416,143.8656,1,out and back,2,15
10269763,Marble Canyon Petroglyphs,17380.872,452.9328,1,out and back,2,15
10037386,Ashford Canyon Trail,15127.796,729.996,3,out and back,2,15
10302606,Swaney Loop,22852.628,904.9512,3,loop,1,15
10270272,Helios Canyon,5471.756,660.8064,7,loop,1,15
10270273,Historic Stovepipe Well,321.868,0.0,1,loop,1,15
10388810,Kaleidoscope Canyon Trail,9334.172,452.9328,5,out and back,6,15
10020646,Harry Wade Road OHV Trail,50694.21,227.9904,1,point to point,2,15
10021733,Johnson Canyon OHV Trail,37175.754,1596.8472,3,out and back,0,15
10270279,Lower Telephone Canyon,7885.766,362.712,3,out and back,0,15
10371837,Little Bridge Canyon Trail,9656.04,568.7568,5,out and back,3,15
10270249,Tule Springs,804.67,0.9144,1,out and back,2,15
10022053,Skidoo OHV Road,27680.648,496.824,3,out and back,0,15
10396556,Manly Beacon via Zabriskie Point and Gower Gulch,5149.888,164.8968,3,loop,2,15
10018608,Hidden Valley OHV Drive,47314.596,817.7784,3,out and back,1,15
10396557,"Red Canyon, Manly Beacon, Zabriskie Point Loop",7563.898,358.7496,3,loop,3,15
10270254,Pride Rock,4023.35,3.9624,1,out and back,0,15
10388993,Scotty's Spring,17863.674,747.9792,5,out and back,2,15
10040394,Pinon Mesa via Hummingbird Spring Trail,5632.69,305.7144,3,out and back,1,15
10462912,Big 4 Mines OHV Trail,26071.308,485.8512,1,out and back,1,15
10261704,Jack Gunn Maltese Peak Trail,1770.274,134.7216,3,loop,0,15
10270286,Jubilee Mountain,3540.548,358.7496,5,out and back,0,15
10316147,Inyo Mine Trail,1287.472,72.8472,3,out and back,2,15
10483742,Titus Canyon Narrows,1931.208,73.7616,1,out and back,0,15
10485496,Goler Wash and Mengal Pass Route,99135.344,1520.952,5,out and back,1,15
10458560,Hunter Mountain OHV Road,17219.938,684.8856,3,point to point,1,15
10461840,Death Valley Buttes,5954.558,448.9704,5,out and back,0,15
10261421,Titus Canyon Road,41842.84,736.7016,1,point to point,46,15
10270278,Rhyolite Ghost Town,1770.274,35.9664,1,out and back,9,15
10402715,Thimble Peak Trail,5149.888,501.7008,3,out and back,2,15
10274952,Tall Trees Grove Loop Trail,5310.822,227.9904,3,loop,247,16
10037534,Lady Bird Johnson Grove Trail,2092.142,22.86,1,loop,250,16
10022095,Hidden Beach and False Klamath Rock,12230.984,349.9104,3,out and back,51,16
10031728,Redwood Creek Trail,25105.704,340.7664,3,out and back,54,16
10027809,Skunk Cabbage Trail,11748.182,394.716,3,out and back,37,16
10236134,Yurok Loop Trail,3379.614,36.8808,1,loop,43,16
10031731,Dolason Prairie Trail,14001.258,686.7144,3,out and back,16,16
10263524,Klamath Overlook,1609.34,109.728,1,out and back,29,16
10263504,Berry Glen and Lady Bird Grove Trail,9656.04,391.9728,3,out and back,19,16
10236194,Flint Ridge Section Trail,12713.786,539.8008,3,out and back,13,16
10236121,Mill Creek Horse Trail,14966.862,572.7192,5,loop,15,16
10028939,Last Chance California Coastal Trail,2253.076,59.7408,3,out and back,16,16
10024435,Bald Hills Road,51016.078,1357.884,5,point to point,4,16
10036469,Lost Man Creek Trail,32991.47,1195.7304,3,out and back,8,16
10292546,Coastal Trail: Demartin Section,18346.476,890.9304,3,out and back,4,16
10263526,Lyons Ranch Trail,5954.558,142.9512,3,out and back,10,16
10236138,Ah-Pah Interpretive Trail,643.736,1.8288,3,out and back,9,16
10031729,Holter Ridge via Lost Man Trail,21082.354,594.9696,3,out and back,0,16
10263522,McArthur Creek Loop Trail,21565.156,822.96,3,loop,1,16
10304145,Tall Trees Access Road,19312.08,583.9968,3,out and back,5,16
10266321,The Farm Trail,482.802,29.8704,1,loop,3,16
10258991,Wetland Boardwalk,321.868,0.0,1,out and back,3,16
10035721,Potato Harbor Trail,7885.766,183.7944,1,loop,103,17
10034189,Smugglers Cove Trail,12391.918,426.72,3,out and back,84,17
10035722,Scorpion Bay to Cavern Point Loop,2574.944,84.7344,1,loop,74,17
10019938,El Montanon Trail,13679.39,569.976,5,loop,32,17
10039802,Santa Cruz Island: Pelican Bay And Prisoners Harbor Trails,13840.324,436.7784,3,loop,10,17
10014917,East Anacapa Island Trail,3862.416,115.824,1,loop,26,17
10267195,Scorpion Canyon Loop Trail,7242.03,238.9632,3,loop,33,17
10304324,Del Norte and Montanon Trail to Scorpion Campgroud,20116.75,810.768,5,point to point,17,17
10025307,Cueva Valdez to Arch Rock Trail,11748.182,535.8384,3,out and back,15,17
10258857,Pelican Bay Trail,6437.36,249.936,3,out and back,10,17
10265927,Santa Rosa Island - Pier to Ford Point,31221.196,951.8904,3,out and back,5,17
10264663,Torrey Pines Trail,2253.076,111.8616,1,loop,11,17
10264665,Lobo Canyon Trail,7724.832,125.8824,1,out and back,4,17
10405507,"Smugglers Road, Scorpion Canyon and Potato Harbor",12874.72,390.7536,3,loop,4,17
10034166,East Point Trail,23335.43,238.9632,3,out and back,4,17
10358333,Santa Cruz Island: Del Norte Campground to Chinese Harbor,12874.72,427.9392,3,out and back,3,17
10264670,Black Mountain Trail,9656.04,389.8392,3,out and back,3,17
10264672,Skunk Point Loop,9816.974,75.8952,1,loop,0,17
10031446,Santa Barbara Island Loop,8851.37,329.7936,3,loop,1,17
10003613,Elephant Seal Cove Trail,5310.822,250.8504,3,out and back,1,17
10540716,Montañon Ridge Loop,15127.796,528.828,5,loop,2,17
10015941,Arch Point Loop Trail,3862.416,123.7488,3,loop,0,17
10026705,Emerald Lake Trail,4988.954,215.7984,3,out and back,2991,18
10235688,Sky Pond via Glacier Gorge Trail,13035.654,537.972,5,out and back,1599,18
10008208,Gem Lake Trail,4988.954,301.752,3,out and back,1651,18
10012319,The Loch Lake Trail via Glacier Gorge Trail,8690.436,326.7456,3,out and back,841,18
10031204,Alberta Falls Trail,2574.944,76.8096,1,out and back,866,18
10026711,Chasm Lake,15127.796,792.7848,5,out and back,888,18
10264164,Dream Lake Trail,3218.68,129.8448,1,out and back,883,18
10238357,Bear Lake Nature Trail,1126.538,12.8016,1,loop,724,18
10235698,Twin Sisters Peak Trail,12070.05,766.8768,5,out and back,824,18
10035513,Ouzel Falls via Wild Basin Trail from Sandbeach Lake,11909.116,361.7976,3,out and back,614,18
10010318,Deer Mountain Trail,9012.304,426.72,3,out and back,927,18
10041185,Lake Haiyaha,5793.624,257.8608,3,out and back,448,18
10031203,"Mills Lake, Black Lake, Frozen Lake Trail",17702.74,770.8392,5,out and back,397,18
10043053,Fern Lake Trail,11426.314,442.8744,3,out and back,522,18
10249728,Bridal Veil Falls via Cow Creek Trail,9816.974,293.8272,3,out and back,476,18
10112141,The Keyhole and Longs Peak via Longs Peak Trail,11909.116,1496.8728,5,out and back,550,18
10028391,Bierstadt Lake Loop Trail,5149.888,190.8048,3,loop,496,18
10238728,Glacier Gorge Trail,4506.152,122.8344,1,out and back,250,18
10235677,Cub Lake Trail Loop,9656.04,226.7712,3,loop,496,18
10235706,Mount Ida Trail,14805.928,723.9,5,out and back,344,18
10030658,Adams Falls Trail,1126.538,29.8704,1,loop,522,18
10011242,Flattop Mountain Trail,13196.588,874.776,5,out and back,340,18
10026708,Sprague Lake Trail,1287.472,9.7536,1,loop,370,18
10035508,Cascade Falls,11909.116,205.74,1,out and back,368,18
10111552,Hallett Peak,14805.928,991.8192,5,out and back,267,18
10003209,Timberline Falls and Sky Pond Trail,14966.862,658.9776,5,loop,107,18
10037044,Odessa Lake Via Fern Lake Trail,13357.522,610.8192,3,out and back,175,18
10235697,Nymph Lake Trail,1931.208,79.8576,1,out and back,222,18
10041193,Copeland Falls to Calypso Cascades,5632.69,184.7088,1,out and back,267,18
10235739,Black Lake Trail,15610.598,500.7864,5,out and back,158,18
10235712,East Inlet Trail to Lone Pine Lake,17059.004,546.8112,3,out and back,277,18
10003950,Sandbeach Lake Trail,13840.324,635.8128,5,out and back,240,18
10235699,Ouzel Lake Trail,15127.796,512.9784,3,out and back,228,18
10317586,Mills Lake via Glacier Gorge Trail,7885.766,254.8128,3,out and back,141,18
10041187,Alluvial Fan Trail,1126.538,61.8744,1,out and back,240,18
10026713,West Creek Falls,6920.162,424.8912,3,out and back,135,18
10038099,Lily Lake,1287.472,13.716,1,loop,232,18
10292656,Bear Lake to Alberta Falls to Mills Lake,8690.436,285.9024,3,out and back,113,18
10026702,Ute Trail - Tombstone Ridge,9012.304,582.7776,3,out and back,183,18
10012254,Lawn Lake Trail,18990.212,764.7432,5,out and back,190,18
10297828,Ouzel Falls via Wild Basin Trail,8529.502,290.7792,3,out and back,238,18
10291251,The Loch and Lake of Glass,12552.852,536.7528,3,out and back,104,18
10033941,Estes Cone via Eugena Mine and Longs Peak Trail,9656.04,582.7776,3,out and back,193,18
10235681,Andrews Tarn and Andrews Glacier Trail,13518.456,688.848,5,out and back,70,18
10235802,Bridal Veil Falls Via Lumpy Ridge Trails,20116.75,910.7424,5,loop,141,18
10002801,Ypsilon Lake Trail,16898.07,988.7712,3,out and back,190,18
10363771,Bear Lake to Sky Pond via Glacier Gorge Trail,14001.258,573.9384,5,out and back,140,18
10001492,Calypso Cascades via Allenspark Trail,9173.238,387.7056,3,out and back,131,18
10293112,Lake Helene via Fern Lake Trail,9816.974,410.8704,3,out and back,146,18
10005393,Bluebird Lake Trail,19473.014,809.8536,5,out and back,111,18
10293307,"Nymph, Dream, Haiyaha and Loch Vale Lakes Loop",12713.786,505.968,3,loop,62,18
10258578,Cub Lake,8207.634,221.8944,3,out and back,206,18
10235741,East Inlet Trail to Lake Verna,20760.486,661.7208,5,out and back,72,18
10320915,Gem Lake Trail and Lumpy Ridge Loop,7081.096,344.7288,3,loop,149,18
10272716,Continental Divide National Scenic Trail (CDNST) Loop,46348.992,1510.8936,7,loop,48,18
10000412,Chasm Falls Trail via Old Fall River Road,4023.35,141.732,3,out and back,101,18
10010458,Timber Lake Trail,15932.466,715.9752,3,out and back,128,18
10289358,Mills Lake and The Loch,11265.38,418.7952,3,out and back,23,18
10235810,Green Mountain Trail,5632.69,214.884,3,out and back,158,18
10248248,Flat Top Mountain and Fern Lake Trail,16737.136,416.9664,3,point to point,77,18
10296119,Alberta Falls and Bear Lake,4023.35,127.7112,3,out and back,77,18
10263499,Gem Trail to Balanced Rock,11265.38,516.9408,3,out and back,106,18
10264059,Alpine Ridge Trail,1126.538,44.8056,1,out and back,105,18
10290799,Four Lake Loop Trail,10943.512,405.9936,3,loop,52,18
10033934,Toll Memorial Trail,1770.274,46.9392,1,out and back,100,18
10235769,Finch Lake via Allenspark Trail,11748.182,463.9056,3,out and back,96,18
10284205,"Tyndall Glacier and Nymph, Dream, Emerald, and Haiyaha Lakes",10138.842,350.8248,3,out and back,95,18
10267490,Lily Ridge Trail,1770.274,59.7408,1,loop,122,18
10031830,Crystal Lakes Trail,23335.43,943.9656,5,out and back,44,18
10293115,Glacier Gorge Trailhead to Jewel Lake,9495.106,265.7856,3,out and back,33,18
10271463,Trail Ridge Road,62764.26,1185.9768,3,point to point,83,18
10235788,MacGregor Falls Trail,9977.908,288.9504,3,out and back,76,18
10299305,Mills Lake via Glacier Gorge Trail,8529.502,286.8168,3,out and back,24,18
10007866,Chapin Pass Trail to Mount Chapin,6276.426,445.9224,3,out and back,69,18
10111780,Mount Chiquita via Chapin Pass Trail,8046.7,626.9736,3,out and back,47,18
10277364,The Pool via Fern Lake Trail,5310.822,78.9432,1,out and back,101,18
10274329,Twin Owls and Lumpy Ridge Loop,2574.944,135.9408,1,loop,129,18
10250371,Onahu Trail to Granite Falls,17380.872,497.7384,3,out and back,81,18
10030653,Lulu City Trail,11426.314,251.7648,3,out and back,125,18
10038088,Mirror Lake Trail,20277.684,621.792,3,out and back,26,18
10241603,Old Fall River Road,16898.07,999.744,1,point to point,83,18
10013526,Thunder Lake Trail,18024.608,680.9232,5,out and back,52,18
10002585,North Inlet Trail to Lake Nokoni,29450.922,887.8824,3,out and back,45,18
10270326,Bear Lake to Bierstadt Lake via Flat Top Mountain Trail,7081.096,105.7656,1,point to point,69,18
10008051,Upper Beaver Meadows Loop Trail,1770.274,34.7472,1,loop,109,18
10248242,Forest Canyon Overlook,482.802,6.7056,1,out and back,32,18
10017559,Lion Lake Trail,19955.816,923.8488,5,out and back,25,18
10254185,Emerald Mountain Trail,2414.01,274.9296,3,out and back,60,18
10258323,5 Lake Loop,19633.948,982.98,7,loop,19,18
10239321,Big Meadows Trail,11909.116,389.8392,3,loop,66,18
10279359,Bear Lake and Nymph Lake,2896.812,85.9536,1,loop,26,18
10240894,Cow Creek to Gem Lake,12391.918,433.7304,3,out and back,40,18
10235711,East Inlet Trail to Spirit Lake,23174.496,721.7664,5,out and back,24,18
10263386,Fern and Spruce Lakes,14323.126,557.784,3,out and back,16,18
10263389,Finch Lake and Pear Lake Trail,19473.014,826.9224,3,out and back,39,18
10275682,East Inlet Trail to Adams Falls and Campsite,7885.766,139.9032,3,out and back,40,18
10265217,Marmot Point Trail,1287.472,99.9744,3,out and back,38,18
10264634,Holzwarth Historical Site / Never Summer Ranch,1931.208,14.9352,1,out and back,62,18
10265442,Irene Lake Trail,1287.472,25.908,1,loop,44,18
10266708,Boulder Brook Trail,7402.964,452.9328,3,out and back,37,18
10289369,Odessa Lake via Fern Lake Trail,14966.862,602.8944,3,out and back,36,18
10030657,Ute Trail from Poudre Lake to Alpine Ridge,13518.456,400.812,3,out and back,51,18
10344418,"Chapin, Chiquita, Ypsilon",14323.126,988.7712,5,out and back,37,18
10017560,Storm Pass Trail,23174.496,986.9424,3,out and back,41,18
10289234,Bear Lake to Lake Bierstadt,7081.096,196.9008,3,out and back,38,18
10314923,Beaver Ponds,3701.482,33.8328,1,out and back,20,18
10028396,East Portal Trailhead: Wind River and Glacier Basin Loop,9816.974,281.94,3,loop,49,18
10002944,Onahu Creek Trail,12874.72,402.9456,1,loop,59,18
10038098,Eugenia Mine,6115.492,211.836,3,out and back,37,18
10031837,Mill Creek Basin Trail to Bierstadt Lake,9977.908,383.7432,3,loop,30,18
10274038,Mount Lady Washington and Chasm Lake,15932.466,1219.8096,5,loop,13,18
10267446,Mummy Mountain Trail,23818.232,1494.7392,7,loop,6,18
10268030,Beaver Mountian Trail,6598.294,256.9464,3,loop,45,18
10264716,Bible Point,2092.142,160.9344,1,out and back,40,18
10266319,Lilly Lake to Estes Cone Loop,13035.654,776.9352,5,out and back,39,18
10006227,Tonahutu Creek Trail to Big Meadows,15771.532,307.848,3,out and back,31,18
10235791,Twin Owls Loop,1287.472,216.7128,3,loop,13,18
10269076,Big Meadow and Ptarmigan Pass Loop Trail,40716.302,1280.7696,3,loop,17,18
10030655,Little Yellowstone,19312.08,558.6984,3,out and back,13,18
10263500,Shadow Mountain Fire Lookout Trail,14966.862,488.8992,3,out and back,41,18
10026706,Little Matterhorn,12230.984,854.964,3,out and back,3,18
10281307,Lookout Mountain and Horsetooth Peak,7563.898,629.7168,5,loop,32,18
10258580,Glacier Gorge to Glacier Creek Trail,8851.37,190.8048,3,out and back,12,18
10293283,Rocky Mountain Lake Loop,18990.212,782.7264,5,loop,8,18
10273673,Mount Lady Washington,12552.852,1184.7576,7,out and back,15,18
10306840,Bear Lake Trail Head to North Inlet Trail Head,26071.308,1233.8304,7,point to point,19,18
10295603,Sprague Lake,7081.096,192.9384,3,out and back,31,18
10013832,Finch Lake and Pear Reservoir Trail,21565.156,844.9056,5,loop,23,18
10290912,The Spearhead via Glacier Gorge Trail,20116.75,1055.8272,7,out and back,5,18
10302787,Bear Lake Road Loop,7885.766,332.8416,3,loop,7,18
10013322,North Deer Mountain Trail,8368.568,224.9424,3,out and back,15,18
10005709,Lake Nanita Trail,31703.998,1052.7792,5,out and back,10,18
10348232,Peak 12150 via Ute Trail,9173.238,434.9496,5,out and back,13,18
10028379,Shipler Cabin,6598.294,129.8448,3,out and back,27,18
10235811,The Saddle Trail,25588.506,1200.912,5,out and back,12,18
10288992,Fern Lake Trail and Cub Lake Trail Loop,16737.136,685.8,3,loop,28,18
10263505,Mount Otis from Bear Lake,17059.004,1044.8544,7,out and back,4,18
10310851,Hidden Valley Creek Nature Walk,804.67,22.86,1,loop,24,18
10341169,Oldman Mountain,965.604,129.8448,3,out and back,30,18
10235721,Haynach Lakes Trail,23657.298,709.8792,5,out and back,11,18
10008311,Black Canyon Trail,24944.77,1158.8496,3,out and back,15,18
10008082,Hidden Valley Trail,3540.548,324.9168,5,out and back,17,18
10483902,Shelf Lake and Solitude Lake via Glacier Gorge Trail,14805.928,705.9168,5,out and back,8,18
10351832,Finch Lake from Finch Lake Trailhead,13840.324,612.9528,3,out and back,30,18
10308121,Longs Peak Via Boulder Brook,25105.704,1675.7904,5,out and back,3,18
10042102,East Shore Trail,33635.206,835.7616,3,out and back,21,18
10267072,South Lateral Moraine Trail,7402.964,83.82,1,out and back,18,18
10303226,"Black Canyon, Dark Mountain, Cow Creek, Gem Lake Loop",17219.938,802.8432,3,loop,14,18
10263510,Lake of the Clouds via Grand Ditch Trail,20438.618,762.0,3,out and back,7,18
10347650,Azure Lake and Inkwell Lake Loop,17863.674,978.7128,5,out and back,6,18
10001960,Cache la Poudre River Trail,6920.162,100.8888,1,out and back,10,18
10316689,"Sprague Lake, Glacier Creek and Storm Pass Loop",4345.218,74.9808,3,loop,28,18
10299308,"Nymph Lake, Lake Haiyaha, Mills Lake and Jewel Lake",11909.116,450.7992,3,out and back,6,18
10006093,Little Horseshoe Park Trail,10138.842,227.9904,1,out and back,7,18
10009678,Flattop Mountain Trail to Ptarmigan Pass to Big Meadows,41038.17,1894.9416,5,out and back,4,18
10009887,Sundance Mountain Trail,4828.02,177.6984,3,loop,4,18
10325732,West Creek Falls and Fox Creek Falls Trail,10460.71,658.9776,5,out and back,16,18
10267447,Mount Fairchild Trail,32991.47,1572.768,7,loop,6,18
10384471,Eagle Cliff Mountain,4023.35,345.948,5,out and back,18,18
10352842,Fern Lake Trail to Flat Top Mountain Loop,37497.622,1766.9256,5,loop,4,18
10415387,Chief Cheley Peak and Mount Ida,17219.938,967.74,5,out and back,13,18
10326635,Black Canyon Trail,12070.05,520.9032,3,out and back,9,18
10296253,Cub Lake Loop via Moraine Trail,15771.532,517.8552,3,loop,8,18
10335093,Chapin Creek,2414.01,217.932,1,out and back,7,18
10296245,Visitor Center to Granite Falls,23335.43,464.82,3,out and back,4,18
10033938,Beaver Ponds Boardwalk,160.934,0.0,1,out and back,13,18
10013146,Red Mountain to Grand Ditch Trail,18346.476,651.9672,3,out and back,3,18
10505446,Six Lakes Boulder Loop,14323.126,451.7136,5,loop,1,18
10241201,Cow Creek to McGregor Loop,19312.08,788.8224,3,loop,3,18
10331490,Storm Pass and Longs Peak Trail,33957.074,2142.744,5,out and back,5,18
10333886,"Wind River, Storm Pass, Sprague Lake, and Glacier Creek Loop",10460.71,292.9128,3,loop,13,18
10415389,Continental Divide Traverse: Milner Pass to Bear Lake,25910.374,1254.8616,3,point to point,4,18
10353375,Finch Lake and Pear Lake via Allenspark Trail,19312.08,709.8792,3,out and back,9,18
10233312,Bear Lake to Howell Park,14484.06,544.9824,3,out and back,4,18
10297065,Balanced Rock via Cow Creek Trail,11748.182,401.7264,3,out and back,5,18
10336110,Colorado River and Red Mountain Trail,9977.908,415.7472,5,out and back,14,18
10290968,Lulu City via Little Yellowstone Trail,13840.324,349.9104,3,out and back,4,18
10293306,Skeleton Gulch,20116.75,627.888,5,out and back,3,18
10503810,North Long's Peak Trail to Boulder Brook,12874.72,464.82,3,out and back,7,18
10327225,Wild Basin Trail to Allenspark Trail,14805.928,577.9008,3,out and back,3,18
10328707,Bear Lake Road to Cub Lake and Fern Lake Trail,12552.852,350.8248,3,point to point,1,18
10506769,Bear Fern Cub Lake,16254.334,480.9744,3,point to point,6,18
10301761,Lake Nanita and Nokoni via Bear Lake Trailhead,39589.764,2365.8576,7,out and back,2,18
10267489,Gianttrack Mountain Trail,11265.38,1076.8584,5,out and back,1,18
10336304,Boulder Grand Pass and Thunder Lake Trail,24461.968,1143.0,3,out and back,1,18
10415394,Keplinger Lake from Sandbeach Lake Trailhead,20438.618,1038.7584,5,out and back,3,18
10111550,Hague Valley,22691.694,1478.8896,5,out and back,0,18
10505928,"Boulder Brook, North Longs Peak Trail, Alberta Falls and Glacier Creek Loop",16576.202,583.9968,3,loop,3,18
10486536,North Inlet Trail to Lake Nanita,31703.998,1016.8128,5,out and back,10,18
10008197,Timber Creek Trail,20921.42,665.988,3,out and back,3,18
10340524,Grand Ditch to Thunder Pass Trail,17219.938,438.912,3,out and back,1,18
10296241,Tonahutu Creek and Granite Falls Trail,30899.328,765.9624,3,out and back,2,18
10500519,Spectacle Lakes via Ypsilon Lake Trail,17380.872,974.7504,3,out and back,1,18
10515687,Rowe's Glacier to Lost Lake via Lawn Lake Trail,58579.976,2935.8336,7,loop,5,18
10361121,Sky Pond via Glacier Creek Loop,22691.694,780.8976,5,loop,2,18
10396877,Valley and River Trail Loop,7885.766,79.8576,3,loop,6,18
10328712,Fox Creek Falls,8368.568,605.9424,5,out and back,3,18
10487502,Deer Mountain Loop,18185.542,610.8192,3,loop,8,18
10387901,Rocky Mountain National Park River Trail,6759.228,56.9976,3,out and back,4,18
10345950,River and Tonahutu Creek Loop,22369.826,437.9976,3,loop,1,18
10486777,War Dance Falls and Bench Lake via North Inlet Trail,22691.694,642.8232,5,out and back,1,18
10415397,Sandbeach Lake and Mount Orton,19794.882,1049.7312,5,out and back,2,18
10415362,Sundance Mountain,4988.954,308.7624,3,out and back,2,18
10511605,Little Rock Lake via Ute Trail and Mount Ida Trail,23174.496,1306.9824,7,out and back,3,18
10370401,Sandbeach Trailhead to Bierstadt Lake Trailhead,78535.792,3257.7024,7,point to point,0,18
10010273,Specimen Mountain Crater Trail [CLOSED],3057.746,217.932,3,out and back,2,18
10535820,"Granite Pass, Chasm Lake, and Storm Pass from Storm Pass Trailhead",27519.714,1374.9528,5,loop,0,18
10028402,High Dune Trail,4828.02,191.7192,5,out and back,309,19
10031845,Mosca Pass Trail,10299.776,444.7032,3,out and back,119,19
10018356,Dunes Trail from Pinyon Flats,7242.03,290.7792,5,loop,76,19
10258922,Sand Dunes Loop Trail,8046.7,225.8568,3,loop,44,19
10236179,Upper Sand Creek Lake Trail,11909.116,598.932,7,out and back,17,19
10028436,Medano Lake Trail,12713.786,697.992,3,out and back,15,19
10004128,Montville Nature Trail,804.67,26.8224,1,loop,38,19
10236176,Dunes Overlook Sand Ramp Trail,2414.01,80.772,3,out and back,23,19
10009217,Little Medano Creek Trail to Medano Lake,40394.434,1079.9064,3,out and back,5,19
10002726,Wellington Ditch Trail,2896.812,47.8536,1,out and back,15,19
10346961,Dunes Overlook Trail,4345.218,143.8656,3,out and back,22,19
10258032,Pinion Flats Campground Trail,1609.34,26.8224,1,loop,6,19
10507386,High and Star Dune Loop,12713.786,403.86,3,loop,3,19
10523664,Sand Sheet Loop,643.736,8.8392,1,loop,1,19
10033876,Petroglyph Point Trail,4184.284,131.9784,3,loop,240,20
10106086,Cliff Palace Loop Trail,643.736,25.908,1,loop,87,20
10255921,Balcony House Loop Trail,643.736,27.7368,1,loop,68,20
10008056,Mesa Verde Point Lookout Trail,3379.614,161.8488,3,out and back,61,20
10002501,Soda Canyon Overlook Trail,1931.208,17.9832,1,out and back,76,20
10039066,Mesa Verde National Park Scenic Drive,24140.1,797.9664,1,point to point,42,20
10236038,Long House Trail,3379.614,86.868,3,out and back,39,20
10236039,Step House Trail,1287.472,46.9392,3,loop,47,20
10000730,Knife Edge Trail,3218.68,46.9392,1,out and back,28,20
10007989,Prater Ridge Trail,11748.182,311.8104,3,loop,31,20
10255924,Far View Sites Complex,1287.472,24.9936,1,loop,25,20
10012441,Spruce Canyon Trail,4988.954,205.74,3,out and back,33,20
10255923,Mesa Top Loop Road,7402.964,102.7176,1,loop,12,20
10293388,Park Point Overlook Trail,643.736,13.716,1,out and back,24,20
10236040,Badger House Community Trail,3701.482,41.7576,1,loop,14,20
10003889,Farming Terraces Trail,643.736,22.86,1,loop,19,20
10255922,Spruce Tree House Trail [CLOSED],804.67,47.8536,1,loop,15,20
10030593,Warner Point Nature Trail,2414.01,123.7488,1,out and back,173,21
10033889,Oak Flat Loop Trail,2092.142,94.7928,3,loop,118,21
10259076,Gunnison Route Trail,2896.812,542.8488,7,out and back,79,21
10249822,Painted Wall View Trail,321.868,1.8288,1,out and back,59,21
10236189,Chasm View Nature Trail,965.604,32.9184,1,loop,53,21
10018316,Exclamation Point,4667.086,110.9472,1,out and back,54,21
10258930,Green Mountain Summit Via North Vista Trail,10460.71,373.9896,3,out and back,63,21
10272876,Gunnison Point Overlook,321.868,23.7744,1,out and back,35,21
10236182,Rim Rock Nature Trail,2414.01,56.9976,3,out and back,39,21
10264641,Warner Route,6759.228,924.7632,7,out and back,26,21
10236186,Cedar Point Nature Trail,482.802,4.8768,3,out and back,21,21
10328652,Dragon Point Trail,643.736,17.9832,1,out and back,17,21
10239051,High Point Trail,482.802,9.7536,3,out and back,11,21
10323206,East Portal Trail,1287.472,5.7912,1,out and back,9,21
10328654,Pulpit Rock Overlook Trail,160.934,4.8768,1,out and back,16,21
10325906,Cross Fissures Trail,482.802,34.7472,1,out and back,12,21
10325904,Devils Lookout Trail,804.67,19.812,1,out and back,17,21
10328659,Sunset View Trail,160.934,0.9144,1,out and back,11,21
10325905,Rock Point Trail,643.736,6.7056,1,out and back,11,21
10328656,Chasm View South Rim Lookout Trail,160.934,0.0,1,out and back,11,21
10325911,Uplands Trail,3540.548,88.6968,1,out and back,10,21
10236195,Deadhorse Loop Trail,6598.294,170.9928,3,loop,5,21
